sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s138320,133670,J9GNL,2019-11-06,147.3122538,-42.9852379,,21,14.28,0.101,110,0.12,8.32,2.15,0.25,0.15,2,2.08,6.1,29,135,80.35,5.37,7.3,1.5,Grassland,40.99999999999999
s138321,121496,J9GNL,2019-11-12,147.3099029,-42.9374064,,7,16.87,0.073,142,0.44,6.48,3.66,0.19,0.37,1e-10,2.91,4.6,12,106,73.33,9.8,8,1.5,Grassland,50
s138322,106412,J9GNL,2019-11-14,147.3514942,-42.9477367,,2,16.15,0.093,30,0.05,16.33,2.89,0.5,0.25,8,3.36,6.1,109,250,72.71,11.14,6.4,1.5,Grassland,47
s138323,124397,J9GNL,2019-11-06,147.3299089,-42.8948498,,2,17.47,0.075,10,0.02,15.07,1.39,0.55,0.14,8,3.36,5.9,96,334,66.96,15.57,5,2.0,Grassland,25
s138324,217948,J9GNL,2019-11-04,147.3386546,-42.9154828,,24,16.16,0.118,121,0.05,11.37,2.93,0.17,0.24,3,3.07,5.5,26,77,80.24,3.6,12.8,1.5,Grassland,49
s138325,82130,J9GNL,2019-11-15,147.4180615,-42.9110094,,7,30.08,0.214,9,0.04,23.13,6.13,1.13,0.98,30,4.39,6.2,200,535,55.84,14.08,9.7,2.0,Grassland,15.999999999999993
s138326,101148,J9GNL,2019-11-06,147.3098881,-42.8985264,,1,18.74,0.129,107,0.03,17.44,4.47,0.69,0.33,12,3.56,6,107,430,70.79,10.47,7.8,1.5,Grassland,42.99999999999999
s138327,131079,J9GNL,2019-11-06,147.3062014,-42.8985453,,3,31.9,0.193,133,0.05,21.73,6.51,1.79,0.27,25,4.18,5.9,225,998,60.1,8,7.7,1.5,Grassland,47
s138328,15706,J9GNL,2019-11-08,147.2723649,-42.9142006,,5,30.14,0.059,309,0.33,5.43,0.93,0.15,0.16,5,2.41,4.8,19,115,55.75,14.11,4.1,2.0,Grassland,69
s138330,226595,J9GNL,2019-11-14,147.3361257,-42.8897443,,1,11.67,0.175,20,0.11,15.38,2.73,0.89,0.2,17,2.44,6.9,113,463,78.51,9.81,11,1.5,Grassland,28.000000000000004
s138331,125426,J9GNL,2019-11-07,147.3146807,-42.9016111,,3,29.71,0.186,98,0.04,26.05,4.78,1.41,0.25,17,4.35,5.9,214,811,58.37,11.92,9.6,2.0,Grassland,41.99999999999999
s138332,163796,J9GNL,2019-11-16,147.3190763,-42.8846241,,33,30.4,0.156,67,0.08,27.38,2.84,1.34,0.12,5,3.7,6.5,133,750,61.47,8.13,7.2,1.5,Grassland,25
s138333,122124,J9GNL,2019-11-20,147.2884238,-42.8633088,,18,24.09,0.085,92,0.05,16.58,3.14,0.28,0.21,2,3.11,6,62,185,67.84,8.06,6.8,2.0,Grassland,38.000000000000014
s138334,85092,J9GNL,2019-11-11,147.2791699,-42.8683045,,29,25.07,0.081,123,0.04,16.05,2.38,0.17,0.21,12,3.76,5.7,36,86,49.76,25.17,7.9,2.5,Grassland,42.99999999999999
s138335,104133,J9GNL,2019-11-05,147.3877366,-42.8794098,,11,15.63,0.141,10,0.16,5.82,1.43,0.44,0.28,31,2.37,5,109,304,78.46,5.9,9.9,2.0,Grassland,28.000000000000004
s138336,209176,J9GNL,2019-11-20,147.3073369,-42.8657541,,4,30.14,0.166,70,0.09,19.86,4.78,0.53,0.47,34,3.83,5.5,127,326,59.78,10.08,11.1,2.0,Grassland,26
s138337,150335,J9GNL,2019-11-09,147.311435,-42.8378591,,1,19.87,0.093,73,0.09,15.66,3.06,0.25,0.28,11,3.21,5.8,25,166,72.14,7.99,10.3,2.0,Grassland,25
s138339,129490,J9GNL,2019-11-05,147.3658539,-42.879765,,2,21.23,0.079,16,0.03,13.97,2.04,0.11,0.39,3,3.35,5.8,93,73,72.37,6.4,7.6,2.0,Grassland,33.00000000000001
s138340,89226,J9GNL,2019-11-21,147.3089518,-42.8951505,,3,18.72,0.078,68,0.11,12.08,2.95,0.52,0.15,4,3.75,4.8,62,299,70.81,10.46,6.3,2.0,Grassland,42.99999999999999
s138341,99450,J9GNL,2019-11-19,147.2501875,-42.8167388,,22,21.16,0.159,29,0.17,15.59,6.51,1.03,0.6,8,4.97,4.6,108,478,70.34,8.51,14.3,2.0,Grassland,41.99999999999999
s138342,61792,J9GNL,2019-11-16,147.335685,-42.892565,,34,20.42,0.148,13,0.07,13.79,2.44,0.72,0.15,1e-10,3.93,5.3,101,364,71.37,8.21,13.4,2.0,Grassland,18.999999999999993
s138343,103218,J9GNL,2019-11-19,147.25104745,-42.78213675,,23,22.4,0.138,10,0.11,16.28,4.89,0.64,0.49,6,4.06,5.6,75,402,65.32,12.28,11.7,2.0,Grassland,33.00000000000001
s138344,147187,J9GNL,2019-11-17,147.355949,-42.9109758,,39,13.89,0.102,4,0.06,7.01,2.33,0.51,0.19,1,2.24,5.8,41,285,82.11,4,9.1,2.0,Grassland,35.00000000000001
s138345,143930,J9GNL,2019-11-11,147.2826444,-42.8601169,,11,12.45,0.116,136,0.17,6.96,2.28,0.28,0.23,14,2.76,4.9,46,160,81.26,6.28,15.9,2.0,Grassland,42.99999999999999
s138346,157301,J9GNL,2019-11-14,147.3347128,-42.8898284,,18,23.31,0.108,26,0.07,12.44,2.95,1.26,0.17,6,4.01,5.2,96,586,66.04,10.64,8.6,2.0,Grassland,15.999999999999993
s138347,124973,J9GNL,2019-11-12,147.2921805,-42.8658213,,24,21.73,0.215,87,0.09,17.79,6.66,1.67,0.55,27,4.59,4.8,67,870,62.4,15.87,27.6,2.0,Grassland,38.000000000000014
s138348,237725,J9GNL,2019-11-12,147.280578,-42.850444,,30,20.9,0.138,95,0.11,14.48,4.96,0.87,0.26,10,3.7,5.6,29,497,70.7,8.4,9.1,2.0,Grassland,38.000000000000014
s138349,234970,J9GNL,2019-11-16,147.33790075,-42.88835985,,36,27.29,0.18,15,0.05,23.38,4.58,1.18,0.4,5,4.65,6,38,557,55.85,16.86,12.5,2.0,Grassland,28.000000000000004
s138350,214644,J9GNL,2019-11-13,147.3351239,-42.8890274,,38,24.08,0.212,24,0.08,26.72,7.18,1.34,0.63,1e-10,4.6,5.3,110,442,63.83,12.09,15.3,2.0,Grassland,15.999999999999993
s138351,152410,J9GNL,2019-11-16,147.3279897,-42.872918,,1,20.6,0.105,60,0.06,17.5,3.81,0.81,0.25,14,3.34,5.4,41,413,71.12,8.28,9.7,2.5,Grassland,26
s138352,145328,J9GNL,2019-11-22,147.3089518,-42.8951505,,2,26.29,0.102,68,0.09,19.44,4.05,0.9,0.28,7,4.16,5.2,89,557,63.56,10.15,6.6,2.0,Grassland,42.99999999999999
s138353,436327,J9GNL,2019-11-19,147.2501875,-42.8167388,,31,33.15,0.195,29,0.11,20.12,8.21,0.88,0.72,12,4.74,6,88,481,55.76,11.09,10.4,2.0,Grassland,41.99999999999999
s138354,2850,J9GNL,2019-11-16,147.335685,-42.892565,,49,22.1,0.11,13,0.05,13.05,3.29,0.71,0.18,4,3.7,5.6,43,336,67.81,10.09,14,2.0,Grassland,18.999999999999993
s138355,125447,J9GNL,2019-11-19,147.25104745,-42.78213675,,3,25,0.15,10,0.03,17.68,3.03,1.58,0.21,18,4.36,6.1,101,857,58.26,16.74,6.9,2.5,Grassland,33.00000000000001
s138356,183675,J9GNL,2019-11-17,147.355949,-42.9109758,,54,14.73,0.133,4,0.06,14.64,3.53,1.13,0.28,2,3.86,6.1,63,536,76.79,8.48,11.2,2.0,Grassland,35.00000000000001
s138357,269009,J9GNL,2019-11-11,147.2826444,-42.8601169,,7,14.58,0.162,136,0.51,5.9,2.02,0.33,0.28,39,2.69,4.4,63,196,81.23,4.2,17.3,2.0,Grassland,42.99999999999999
s138358,73280,J9GGM,2019-10-15,116.46573,-32.9227,,6,16.38,0.042,308,0.15,5.95,1.29,0.18,0.15,1e-10,3.66,5,4,92,75.37,8.24,6.6,2.0,Forest,21.999999999999996
s138360,1721,J9GGM,2019-10-15,116.47172,-32.92646,,6,10.8,0.043,318,0.09,6.04,1.57,0.2,0.19,1,3.4,4.9,4,100,81.6,7.6,5.6,2.0,Forest,15.999999999999993
s138362,93576,J9GGM,2019-10-15,116.47382,-32.92846,,5,23.57,0.03,318,0.19,9.63,2.02,0.3,0.21,1,4.11,4.9,7,139,74.27,2.15,4.1,2.0,Forest,19.999999999999996
s138364,137212,J9GGM,2019-10-15,116.45609,-32.92999,,3,11.03,0.011,358,0.03,3.4,0.89,0.05,0.05,1e-10,2.03,5.2,2,27,82.32,6.65,4.7,2.0,Forest,34.00000000000001
s138366,89872,J9GGM,2019-10-15,116.45549,-32.93049,,4,10.34,0.036,358,0.34,4,1.19,0.14,0.16,1e-10,4.2,4.6,3,61,85.48,4.18,8.5,2.0,Forest,34.00000000000001
s138368,130583,J9GGM,2019-10-16,116.45389,-32.91135,,4,6.21,0.022,324,0.08,2.61,0.84,0.08,0.06,1e-10,2.27,4.7,2,38,91.71,2.09,4.5,2.0,Forest,25
s138370,138489,J9GGM,2019-10-16,116.45506,-32.91668,,2,12.26,0.021,327,0.04,2.4,0.59,0.1,0.08,1e-10,1.33,5.1,1e-10,38,87.74,1e-10,5.2,2.0,Forest,28.000000000000004
s138372,135019,J9GGM,2019-10-16,116.44543,-32.91866,,4,13.13,0.032,372,0.04,6.21,1.62,0.16,0.1,1e-10,3.43,5.1,5,77,80.79,6.08,5.2,2.0,Forest,29.000000000000004
s138374,129599,J9GGM,2019-10-16,116.44527,-32.90898,,7,13.9,0.053,315,0.15,12.73,3.25,0.23,0.24,1,4.36,5,4,105,72.1,14,8.1,2.0,Forest,32.00000000000001
s138376,165126,J9GGM,2019-10-16,116.4481,-32.90357,,6,7.11,0.044,319,0.37,4.43,1.3,0.15,0.24,1e-10,4.59,4.9,2,71,85.73,7.16,14.4,2.0,Forest,13.00000000000001
s138378,148598,J9GGM,2019-10-16,116.43892,-32.88975,,6,12.12,0.041,328,0.23,5.11,1.54,0.19,0.24,1e-10,3.4,4.9,3,85,83.8,4.08,13.6,2.5,Forest,17.999999999999993
s138380,150340,J9GGM,2019-10-16,116.44391,-32.890860000000004,,8,19.06,0.06,343,0.18,7.73,2.31,0.26,0.25,1e-10,4.62,4.6,6,109,68.16,12.78,21,2.5,Forest,28.000000000000004
s138382,160211,J9GGM,2019-10-16,116.4481,-32.88755,,3,15.09,0.017,290,0.03,4.95,1.01,0.11,0.06,1e-10,2.18,5.1,3,54,74.81,10.1,4.1,2.0,Forest,12.00000000000001
s138384,232033,J9GGM,2019-10-16,116.42808,-32.90269,,2,8.72,0.019,315,0.04,3.05,0.79,0.13,0.05,1e-10,1.45,5.3,2,59,87.98,3.29,6.4,2.0,Forest,10.000000000000009
s138386,257443,J9GGM,2019-10-16,116.4337,-32.9041,,3,11.97,0.022,282,0.08,2.43,0.79,0.12,0.12,1e-10,1.87,5,1e-10,43,80.02,8.01,6,2.0,Forest,15.000000000000014
s138388,198781,J9GGM,2019-10-16,116.43233,-32.92172,,6,20.61,0.027,286,0.08,7.86,1.61,0.21,0.12,1,3.74,5.1,6,88,75.24,4.14,6,2.5,Forest,30.000000000000004
s138390,142749,J9GGM,2019-12-10,116.43416,-32.9151,,7,14.41,0.058,350,0.06,6.12,1.57,0.21,0.32,1e-10,3.59,5.1,4,95,74.22,11.37,11.5,2.0,Forest,40.000000000000014
s138392,296078,J9GGM,2019-12-10,116.43931,-32.9237,,3,8.99,0.013,331,0.04,4.73,1.17,0.12,0.07,1e-10,2.47,5.2,1e-10,57,82.97,8.03,3.4,2.0,Forest,23
s138394,319556,J9GGM,2019-12-10,116.42781,-32.93388,,1,8.84,1e-10,341,0.03,2.64,0.67,0.08,0.04,1e-10,1.17,5.4,1e-10,42,81.28,9.88,9.4,2.0,Forest,35.00000000000001
s138396,349560,J9GGM,2019-12-10,116.44985,-32.92279,,2,11.11,0.016,359,0.04,3.51,0.96,0.08,0.08,1,1.81,5.5,2,37,84.83,4.06,3.7,2.5,Forest,6.000000000000005
s138398,181714,J9GGM,2019-12-10,116.47131,-32.92499,,5,14.19,0.038,321,0.22,5.38,1.37,0.21,0.24,1,3.8,4.8,4,87,79.7,6.11,5.6,2.0,Forest,15.999999999999993
s138400,232856,J9GGM,2019-12-10,116.46324,-32.92707,,5,13.38,0.037,361,0.12,5.23,1.41,0.13,0.16,1e-10,3.55,4.7,4,59,75.26,11.36,9.5,2.5,Forest,34.00000000000001
s138402,327188,J9GGM,2019-12-10,116.48289,-32.97245,,3,3.97,0.017,300,0.04,3.76,1.1,0.07,0.04,2,2.24,5.2,2,30,90,6.03,5.1,2.0,Forest,29.000000000000004
s138404,165807,J9GGM,2019-12-10,116.48354,-32.97165,,6,12.67,0.048,290,0.04,10.38,2.68,0.35,0.24,2,4.78,5.2,5,162,74.61,12.72,6.1,2.5,Forest,29.000000000000004
s138406,121533,J9GGM,2019-12-10,116.48699,-32.99188,,2,8.94,0.011,315,0.05,2.63,0.85,0.05,0.04,1e-10,1.64,5.2,2,25,86.06,5,5.9,2.0,Forest,18.999999999999993
s138408,27033,J9GGM,2019-10-22,115.30685,-29.85854,,3,3.89,0.037,123,0.05,0.74,0.15,0.04,0.12,1,0.61,4.7,1e-10,24,93.15,2.95,2.5,1.5,Shrubland,11.00000000000001
s138410,294513,J9GGM,2019-10-22,115.30768,-29.85744,,4,3.89,0.04,125,0.05,0.85,0.19,0.03,0.12,1,0.6,4.9,1e-10,18,96.11,1e-10,3.6,1.5,Shrubland,11.00000000000001
s138412,462329,J9GGM,2019-10-22,115.30451,-29.90079,,3,3.91,0.042,147,0.06,1.05,0.22,0.04,0.12,1,0.86,4.7,1e-10,22,94.11,1.98,3.8,1.0,Shrubland,16.999999999999993
s138414,2573,J9GGM,2019-10-22,115.29968,-29.90274,,2,5.8,0.041,128,0.05,0.43,0.25,0.05,0.15,1,0.56,5,1e-10,25,92.24,1.95,5.3,1.5,Shrubland,4.0000000000000036
s138416,29361,J9GGM,2019-10-22,115.29346,-29.90787,,2,4.89,0.028,116,0.09,0.56,0.17,0.04,0.08,1e-10,0.46,5,1e-10,23,93.13,1.98,3.5,1.5,Shrubland,13.00000000000001
s138418,57992,J9GGM,2019-10-22,115.29352,-29.91182,,2,7.85,0.035,116,0.08,0.63,0.21,0.05,0.14,1e-10,0.49,4.7,1e-10,18,92.15,1e-10,3,1.5,Shrubland,13.00000000000001
s138420,10253,J9GGM,2019-10-22,115.28867,-29.91327,,3,4.91,0.028,112,0.08,0.64,0.22,0.04,0.1,1e-10,0.48,5.1,1e-10,17,94.1,0.99,2.5,1.5,Shrubland,17.999999999999993
s138422,353,J9GGM,2019-10-22,115.29342,-29.92177,,3,6.71,0.039,124,0.06,0.21,0.19,0.05,0.12,1,0.31,5.1,1e-10,24,93.29,1e-10,7,1.5,Shrubland,10.000000000000009
s138424,500704,J9GGM,2019-10-22,115.28249,-29.92179,,1,3.93,0.071,107,0.12,0.48,0.2,0.05,0.25,1e-10,0.32,5.1,1e-10,29,96.07,1e-10,4.3,1.5,Shrubland,15.000000000000014
s138426,461858,J9GGM,2019-10-22,115.27987,-29.92265,,2,6.83,0.034,106,0.07,0.99,0.38,0.05,0.14,1,0.62,4.7,1e-10,30,89.24,3.93,4,1.5,Shrubland,16.999999999999993
s138428,130700,J9GGM,2019-10-22,115.28059,-29.93926,,2,5.87,0.044,132,0.09,0.56,0.23,0.04,0.13,1e-10,0.43,4.7,1e-10,24,94.13,1e-10,3.2,1.5,Shrubland,16.999999999999993
s138430,452903,J9GGM,2019-10-23,115.27763,-29.94226,,3,1.92,0.026,132,0.09,0.9,0.17,0.03,0.09,1e-10,0.67,4.6,1e-10,19,95.13,2.95,1.6,1.5,Shrubland,0
s138432,298227,J9GGM,2019-10-23,115.27332,-29.93523,,5,3.91,0.04,120,0.05,0.87,0.22,0.06,0.15,1,0.59,5.1,1e-10,27,95.1,0.99,3,1.5,Shrubland,15.999999999999993
s138434,410089,J9GGM,2019-10-23,115.2729,-29.9337,,3,3.91,0.047,118,0.11,1.15,0.24,0.07,0.14,1e-10,0.68,4.9,1e-10,34,94.11,1.98,3.9,1.5,Shrubland,15.999999999999993
s138436,699904,J9GGM,2019-10-23,115.27376,-29.92973,,2,4.82,0.029,112,0.06,0.58,0.2,0.06,0.1,1e-10,0.49,5.2,1e-10,39,94.2,0.97,3.2,1.5,Shrubland,12.00000000000001
s138438,226231,J9GGM,2019-10-23,115.26441,-29.93275,,3,4,0.024,101,0.06,0.89,0.2,0.05,0.08,1,0.67,5,1e-10,19,96,1e-10,2.2,1.0,Shrubland,13.00000000000001
s138440,509324,J9GGM,2019-10-23,115.2644,-29.93084,,2,2.92,0.034,100,0.07,0.68,0.15,0.05,0.11,1e-10,0.42,5.3,1e-10,27,96.09,0.99,3,1.0,Shrubland,12.00000000000001
s138444,37726,J9GGM,2019-10-23,115.26823,-29.85698,,3,3.91,0.047,99,0.05,0.78,0.14,0.04,0.13,1,0.57,4.9,1e-10,20,95.1,0.99,2.3,1.0,Shrubland,8.000000000000007
s138446,13393,J9GGM,2019-10-23,115.26918,-29.87544,,1e-10,1.91,0.029,96,0.05,0.32,0.08,0.03,0.1,1e-10,0.24,5.3,1e-10,17,98.08,1e-10,1.7,1.0,Shrubland,8.000000000000007
s138448,158791,J9GGM,2019-10-23,115.27285,-29.87432,,1,3.86,0.013,100,0.08,0.2,0.11,0.02,0.09,1e-10,0.16,5.3,1e-10,1e-10,96.14,1e-10,0.8,1.0,Shrubland,4.0000000000000036
s138450,88186,J9GGM,2019-10-23,115.27433,-29.8739,,1,2.88,0.017,97,0.03,0.58,0.12,0.01,0.09,1e-10,0.25,5.2,1e-10,17,97.13,1e-10,1,1.0,Shrubland,4.0000000000000036
s138452,431261,J9GGM,2019-10-23,115.26273,-29.86594,,4,1.92,0.022,96,0.09,0.18,0.06,0.01,0.02,2,0.87,5.1,1e-10,19,97.1,0.99,2.5,1.0,Shrubland,12.00000000000001
s138454,152272,J9FL8,2019-10-23,115.25452,-29.88762,,4,1.93,0.053,83,0.09,0.63,0.16,0.06,0.16,2,0.68,4.8,1e-10,29,96.08,1.98,4.6,1.0,Shrubland,16.999999999999993
s138456,320960,J9FL8,2019-10-24,115.2714,-29.88568,,1e-10,1.92,0.017,98,0.03,0.38,0.11,0.02,0.04,1e-10,0.27,5.3,1e-10,21,97.09,0.99,2,1.0,Shrubland,4.0000000000000036
s138458,208610,J9FL8,2019-10-24,115.26952,-29.88615,,2,2.91,0.023,95,0.04,0.42,0.15,0.03,0.07,1e-10,0.26,5.2,1e-10,23,97.09,1e-10,2,1.0,Shrubland,9.000000000000007
s138460,150131,J9FL8,2019-10-24,115.27662,-29.89009,,1,1.9,0.026,100,0.08,0.43,0.12,0.03,0.05,1e-10,0.29,5.5,1e-10,1e-10,97.13,0.97,1.2,1.0,Shrubland,6.000000000000005
s138462,228354,J9FL8,2019-10-24,115.26917,-29.89772,,2,1.92,0.021,85,0.04,0.36,0.14,0.04,0.06,1e-10,0.24,5.4,1e-10,24,96.11,1.97,1.8,1.0,Shrubland,8.000000000000007
s138464,550997,J9FL8,2019-10-24,115.26154,-29.90438,,3,1.9,0.028,91,0.08,0.6,0.16,0.04,0.07,1e-10,0.43,5.1,1e-10,21,97.12,0.98,1.6,1.0,Shrubland,9.000000000000007
s138466,460721,J9FL8,2019-10-24,115.27548,-29.90391,,2,2.89,0.038,94,0.06,0.73,0.19,0.04,0.1,1,0.43,5.3,1e-10,20,97.11,1e-10,2.3,1.0,Shrubland,7.000000000000006
s138468,162536,J9FL8,2019-10-24,115.26772,-29.91854,,4,2.9,0.033,103,0.06,0.58,0.21,0.04,0.09,1,0.37,5.1,1e-10,23,96.11,0.98,2.7,2.0,Shrubland,11.00000000000001
s138470,149672,J9FL8,2019-10-24,115.27269,-29.91134,,2,1.93,0.025,106,0.11,0.25,0.13,0.04,0.05,1e-10,0.27,5.2,1e-10,24,96.09,1.98,2.2,1.0,Shrubland,1.0000000000000009
s138472,442684,J9FL8,2019-10-24,115.28455,-29.89748,,3,4.95,0.058,106,0.06,0.66,0.2,0.04,0.17,1e-10,0.55,5.1,1e-10,29,95.05,1e-10,3.8,2.0,Shrubland,10.000000000000009
s138474,832,J9FL8,2019-10-24,115.29607,-29.91031,,2,5.89,0.047,120,0.05,0.36,0.18,0.03,0.13,1e-10,0.3,5.3,1e-10,25,94.11,1e-10,3,2.0,Shrubland,1.0000000000000009
s138476,8017,J9FL8,2019-12-03,115.45007,-30.6898,,1e-10,2.92,1e-10,120,0.05,0.36,0.09,0.01,0.02,1e-10,0.28,5,1e-10,1e-10,97.08,1e-10,0.6,1.0,Shrubland,1.0000000000000009
s138478,39586,J9FL8,2019-12-03,115.44641,-30.67798,,1,3.91,0.01,120,0.05,0.5,0.12,0.01,0.03,1e-10,0.31,4.7,1e-10,1e-10,96.09,1e-10,0.7,1.0,Shrubland,1.0000000000000009
s138480,15876,J9FL8,2019-12-03,115.45245,-30.64672,,1,2.93,0.01,120,0.07,0.66,0.11,0.01,0.03,1e-10,0.34,4.8,1e-10,1e-10,97.07,1e-10,0.8,1.0,Shrubland,1.0000000000000009
s138482,7452,J9FL8,2019-12-03,115.44970000000001,-30.64383,,1e-10,1.93,0.01,120,0.08,0.29,0.05,1e-10,0.02,1e-10,0.22,4.9,1e-10,1e-10,97.09,0.99,0.6,1.0,Shrubland,6.000000000000005
s138484,3453,J9FL8,2019-12-03,115.41113,-30.61794,,2,2.95,0.018,120,0.1,1.53,0.31,0.01,0.06,1e-10,0.95,4.3,1e-10,1e-10,96.05,1,1.4,1.0,Shrubland,1.0000000000000009
s138486,641523,J9FL8,2019-12-03,115.41113,-30.61794,,1,3.83,0.012,120,0.07,0.53,0.11,0.02,0.04,1e-10,0.29,4.7,1e-10,1e-10,96.17,1e-10,1.2,1.0,Shrubland,1.0000000000000009
s138488,62902,J9FL8,2019-12-03,115.41,-30.61996,,1e-10,2.85,0.01,78,0.06,0.87,0.14,1e-10,0.02,1e-10,0.42,5,1e-10,1e-10,96.19,0.97,0.7,1.0,Shrubland,1.0000000000000009
s138490,3668,J9FL8,2019-12-03,115.41522,-30.60281,,1e-10,3.9,0.01,99,0.05,0.49,0.1,0.01,0.03,1e-10,0.33,4.7,1e-10,1e-10,96.1,1e-10,0.7,1.0,Shrubland,4.0000000000000036
s138492,501790,J9FL8,2019-12-03,115.41977,-30.60529,,1,4.83,0.012,105,0.08,0.6,0.12,0.01,0.02,1e-10,0.34,4.8,1e-10,1e-10,94.19,0.98,1,1.0,Shrubland,0
s138494,188135,J9FL8,2019-12-03,115.42203,-30.60574,,1,3.9,0.012,108,0.08,0.49,0.1,0.01,0.02,1e-10,0.26,4.8,1e-10,1e-10,96.1,1e-10,0.7,1.0,Shrubland,9.000000000000007
s138496,287117,J9FL8,2019-12-04,115.41846,-30.60777,,1e-10,3.87,0.011,96,0.04,0.46,0.1,0.02,0.02,1e-10,0.23,4.8,1e-10,1e-10,96.13,1e-10,0.9,1.0,Shrubland,1.0000000000000009
s138498,190697,J9FL8,2019-12-04,115.41402,-30.61263,,2,4.86,0.024,84,0.08,1.76,0.44,0.04,0.11,1e-10,1,4.2,1e-10,23,95.13,1e-10,1.7,1.5,Shrubland,2.0000000000000018
s138500,224554,J9FL8,2019-12-04,115.4061,-30.60292,,2,2.9,0.012,84,0.05,1.28,0.23,0.02,0.04,1e-10,0.91,4.5,1e-10,15,96.12,0.98,1.5,1.0,Shrubland,2.0000000000000018
s138502,203894,J9FL8,2019-12-04,115.39895,-30.64429,,2,1.92,0.016,78,0.17,0.4,0.12,0.03,0.06,1e-10,0.34,4.7,1e-10,20,95.12,2.96,1.2,1.5,Shrubland,29.000000000000004
s138504,197281,J9FL8,2019-12-04,115.39967,-30.64395,,3,2.95,0.014,78,0.08,0.42,0.12,0.03,0.04,1e-10,0.36,4.6,1e-10,23,94.04,3,1.1,1.5,Shrubland,29.000000000000004
s138506,206957,J9FL8,2019-12-04,115.40819,-30.65125,,1,2.91,0.01,78,0.03,0.58,0.14,0.01,0.02,1e-10,0.37,4.7,1e-10,19,96.1,0.99,1,1.0,Shrubland,8.000000000000007
s138508,165027,J9FL8,2019-12-04,115.41766,-30.65989,,2,2.87,0.012,89,0.07,0.54,0.13,0.02,0.02,1e-10,0.27,4.7,1e-10,20,94.22,2.92,1.1,1.5,Shrubland,3.0000000000000027
s138511,46325,K3W8G,2019-10-28,142.02097,-35.51706,,3,7.73,0.069,102,0.04,3.66,0.93,0.14,0.39,1e-10,1.11,5.4,4,66,90.31,1.96,4,1.5,Woodland,15.000000000000014
s138513,76392,K3W8G,2019-10-28,141.33691,-36.56989,,1,2.95,0.024,135,0.07,1.79,0.31,0.07,0.04,1e-10,0.7,5.7,1e-10,36,96.05,1,2,1.0,Woodland,18.999999999999993
s138515,60565,K3W8G,2019-10-28,141.96059,-36.40655,,3,11.44,3.257,85,0.05,5.04,3.06,0.48,12.31,1e-10,0.53,8.3,8,214,86.64,1.92,507.9,1.5,Heathland,5.000000000000004
s138524,35593,K3W8G,2022-03-15,147.00798,-41.0368,,3,7.91,0.063,NA,0.17,2.82,0.86,0.13,0.16,1e-10,2.17,3.7,3,56,90.09,2,5.5,1.5,Woodland,60.00000000000001
s138526,53880,K3W8G,2022-03-16,147.061171,-40.999369,pre-2001,1,2.92,0.021,NA,0.07,0.74,0.29,0.07,0.05,1e-10,0.83,4.1,1e-10,31,96.09,0.99,1.4,1.5,Shrubland,36.00000000000001
s138528,55249,K3W8G,2022-03-16,147.061407,-40.998746,wildfire Nov 2019,2,1.95,0.017,NA,0.08,0.99,0.38,0.06,0.05,1e-10,1.07,4.2,1e-10,33,94.07,3.99,1.5,1.5,Shrubland,36.00000000000001
s138530,38536,K3W8G,2022-03-16,147.063393,-40.991764,wildfire Nov 2019,14,26.9,0.35,NA,0.03,11.08,10.87,0.94,3.34,11,4.52,5.3,16,426,41.96,31.15,22.8,1.5,Woodland,39.000000000000014
s138532,77892,K3W8G,2022-03-16,147.00794,-41.036665,,2,5.89,0.04,NA,0.14,1.8,0.75,0.11,0.13,1e-10,1.78,3.8,3,37,92.11,2,2.7,1.5,Woodland,60.00000000000001
s138534,70878,K3W8G,2022-03-17,147.014179,-40.983108,,8,10.59,0.168,NA,0.04,6.18,4.42,0.29,1.18,4,2.69,4.9,5,157,80.86,8.56,14.2,1.5,Shrubland,24
s138538,59909,K3W8G,2022-03-17,147.008853,-41.029754,,5,1.89,0.022,NA,0.04,2.71,0.97,0.06,0.08,1e-10,2.17,4.2,5,37,94.15,3.97,3,1.5,Grassland,42.99999999999999
s138543,40031,K3W8G,2022-03-17,146.992477,-41.03954,,3,8.1,0.073,NA,0.44,1.77,0.88,0.18,0.25,1e-10,2.59,4.1,8,75,83.7,8.2,5.8,2.0,Grassland,28.000000000000004
s138545,35960,K3W8G,2022-03-17,146.99222,-41.040174,,8,15.92,0.132,NA,0.55,3.45,3.2,0.35,0.63,1e-10,4.82,3.1,8,147,78.07,6.01,9,2.0,Woodland,28.000000000000004
s138590,111772,KBJ9G,2021-06-18,136.584113,-14.10286,,3,7.93,0.017,NA,0.6,1.46,0.52,0.03,0.03,2,1.29,4.6,1e-10,24,90.08,1.99,1.7,1.0,Woodland,40.000000000000014
s138594,275056,KBJ9G,2021-06-17,136.817021,-14.230668,,1e-10,4.86,0.274,NA,0.07,0.64,0.94,0.06,1.16,1e-10,0.18,8.2,1e-10,37,95.14,1e-10,28.3,1.0,Savannah,17.999999999999993
